key|display_title|description
http://purl.org/au-research/grants/nhmrc/2041434|Using sleep technologies to better define and manage insomnia|Insomnia impacts 10-15% of the global population and impairs health, daytime function, and quality of life. Current diagnosis ignores the variable underlying causes of the disorder, and less than 1% of patients are referred for the recommended front-line treatment. My work will use sleep technologies to better identify the causes of insomnia so that tailored treatments can be delivered to better treat insomnia, using tools that can manage insomnia on a large scale for reduced cost.
http://purl.org/au-research/grants/nhmrc/2041481|Understanding determinants of memory T cell fate to enhance cellular immunity|Memory T cells confer protection against infections and cancers, but to do so, they must be optimally localised and be armed with appropriate functionality. Generating memory T cells with optimal function and localisation is the ultimate goal of any vaccination and cancer therapy, yet we do not fully understand the mechanisms underlying their development. This study will investigate the factors driving development of immune cells in tissues, a critical step for advancing T cell-based medicines.
http://purl.org/au-research/grants/nhmrc/2041423|Activating AMPK to prevent Dnmt3a clonal haematopoiesis and atherosclerotic disease|Recently, it was discovered that mutations in stem cells, termed CHIP, accelerate heart disease. Distressingly, there are no formal guidelines for clinicians in the management of CHIP as this is a new disease. This project aims to halt CHIP development, and prevent heart disease in this population. Our findings will have implications on how people with CHIP are managed in the clinic. Furthermore, we propose that these patients will benefit from an existing and safe diabetic therapeutic.
http://purl.org/au-research/grants/nhmrc/2041446|Nutritional Psychiatry: Investigating the efficacy and mechanisms of dietary components in depression|Depression is one of the leading causes of disability. Dietary interventions offer a new and effective way to reduce this burden. To advance our understanding of how diet may help prevent and manage depression, my research program aims to explore new dietary interventions for depression, understand how diet affects depression, and investigate which diet components might increase depression risk.
http://purl.org/au-research/grants/nhmrc/2041484|Transforming care to achieve effective pathways to good health and quality of life for children with intellectual disability|Nearly 3% of children globally have intellectual disability. They have poorer health, functioning and quality of life than typically developing children. Their families want care to focus on better everyday health, functioning and quality of life, yet few evidence-based interventions are available. I will identify needed interventions and develop valid, reliable and sensitive ways of assessing their effectiveness. My research is discovering which treatments best improve these needed outcomes.
http://purl.org/au-research/grants/nhmrc/2041424|Accelerating rare disease diagnosis|Rapid genomic diagnosis for rare disease in a matter of days is now a reality. How do we shorten this to hours and bring it closer to critically ill children, or better still, prevent critical illness? New technologies and new models of care, such as genomic newborn screening, are on the threshold of delivering this vision, and this program will drive innovation and provide comprehensive evaluation from a diagnostic, clinical and healthcare system perspective to inform policy and practice.
http://purl.org/au-research/grants/nhmrc/2041619|Optimising Risk Stratification for Sudden Cardiac Death in the Young|The ability of the heart to pump blood effectively is dependent on a robust electrical communication system. Mutations in the genes that control electrical activity of the heart increase the risk of abnormal heart rhythms and sudden death. The development of tests to accurately predict which mutations are high risk will enable implementation of therapy to reduce risk. The tools we develop will also enable us to screen for new drugs to treat patients at risk of cardiac arrhythmias.
http://purl.org/au-research/grants/nhmrc/2041559|Development and Implementation of a Retinal Image-Based Deep Learning System for Precise Cardiovascular Risk Assessment and Personalised Care|Cardiovascular disease (CVD), including heart disease and stroke, is responsible for one in four deaths. However, 80% of these deaths can be prevented through early detection and timely treatment. The eyes offer a unique window to visualise vascular health. My research aims to exploit an artificial intelligence model based on eye images to provide precise and personalised management of CVD, ultimately reducing the risk of death and disability from this life-threatening condition.
http://purl.org/au-research/grants/nhmrc/2041618|Understanding systems abuse and Aboriginal resistance in child protection contexts|Self-determination is critical for Aboriginal health and wellbeing. My research aims to liberate Aboriginal people from the detrimental health and wellbeing impacts of systems abuse in child protection contexts by building evidence about the nature and impacts of systems abuse and the ways Aboriginal people have resisted these harms. Working with Aboriginal families, communities and organisations, I will spearhead tangible directions to achieve self-determination for Aboriginal people.
http://purl.org/au-research/grants/nhmrc/2041635|Evidence to Impact: Solutions for Climate-Sensitive Health Challenges|My research will address the complex challenges of poor sanitation causing gastrointestinal infections, and the health crisis from climate change. I will draw on my research experience to improve knowledge on interactions between contaminated environments, microbial risks, flooding and other climate variables, and I will determine research priorities for policy action. I will use evidence generated to inform climate adaptation solutions to improve health and resilience for people globally.
http://purl.org/au-research/grants/nhmrc/2041625|Genomics-driven innovations to tackle drug-resistant bacterial infections|New approaches are needed to prevent and treat drug-resistant bacterial diseases. In this project I will use novel approaches to understand how bacterial pathogens are becoming resistant to antibiotics and how they are spreading, and identify new therapeutic options. I will leverage major advances in genomic technologies and cutting-edge techniques developed in my laboratory to deliver new strategies to address this global health threat.
http://purl.org/au-research/grants/nhmrc/2041653|Harnessing pathogen genomics to combat current and future threats of drug-resistant enteric bacteria|Drug-resistant enteric bacteria represent a major global public health challenge. In this project I will provide critical insights on how these bacteria adapt and evolve for increased drug-resistance and/or pathogenicity, and develop novel approaches suitable for large scale datasets. This will facilitate enhanced public health surveillance through improved detection and prevention of outbreaks of these drug-resistant bacteria.
http://purl.org/au-research/grants/nhmrc/2041556|Development of a novel cancer immunotherapy|During metastasis, cancer cells spread from the primary tumour and form metastases at distant sites through dampening the body's anti-cancer immune response. I previously discovered that a unique immune molecule, interferon epsilon (IFNe), prevents metastasis of ovarian cancer. This project will investigate the mechanism of IFNe in ovarian cancer & its effects in other cancers (pancreatic, gastric & colorectal). It will also support the clinical development of IFNe as a new cancer immunotherapy.
http://purl.org/au-research/grants/nhmrc/2041670|Reframing narratives: Alcohol use among Aboriginal and Torres Strait Islander Peoples|Today, Indigenous Australians are still impacted by historical and social factors, and traumas. These may cause Indigenous Australians to turn to alcohol as a coping mechanism or to not access treatment services, as they may feel service providers may not be sensitive or understanding of them. The knowledge gained in this project will help reduce stigma associated with Indigenous Australians and alcohol, and inform the development of culturally-informed treatment and policy options.
http://purl.org/au-research/grants/nhmrc/2041519|Community-led Health Promotion in the Torres Strait|With rates of chronic diseases skyrocketing throughout the isolated communities of the Torres Straits, Maluilgal (the tribal people of Badu, Mabuiag and Moa Islands) are calling for urgent action to restore wellness. As a Torres Strait Islander researcher and recognised national leader in Indigenous health promotion, Associate Professor Karla Canuto has been endorsed by Tribal leads to lead a program of work to restore health through community-led evidence-based health promotion initiatives.
http://purl.org/au-research/grants/nhmrc/2041674|Quantitative Imaging At Nanoscale with SUper-resolution (QIAN SU) for Probing, Diagnosing and Monitoring Thrombotic Disease at the Molecular Level|Thrombosis, causing heart attacks and strokes, affects millions of lives. An imaging chip that can visualise blood clotting will facilitate our knowledge and guide safer drug development. Building on my novel imaging profiling platform, I aim to integrate a molecular fingerprint database and translate it into a low-cost, portable, standardised point-of-care imaging chip to monitor blood clotting and test new drugs. It will be game-changing for our ability to diagnose and monitor thrombosis.
http://purl.org/au-research/grants/nhmrc/2041673|Creating a cellular and microbial canvas of intestinal disease to guide patient stratification, response to treatment and precision therapy|Response to treatment is difficult to predict for people with chronic intestinal diseases. This is largely due to complex disease mechanisms that are poorly understood. My research uses state-of-the-art genomics technologies to study intestinal cells and the microbiome in patients with inflammatory bowel disease, colitis linked to cancer immuno-therapy and colorectal cancer. The results from this work will facilitate drug discovery and personalised treatments.
http://purl.org/au-research/grants/nhmrc/2041699|Transforming Living Kidney Donation in Australia: New Approaches to Increase Donor Rates, Improve Equity, and Save Lives|Living donor kidney transplants offer greater length and quality-of-life, and the kidneys last longer than those from deceased donor transplants. But fewer people than ever are receiving living donor transplants. Women, particularly women with other types of disadvantage, are less likely than men to receive a living donor transplant. This work aims to improve how potential donors are approached and assessed in order to increase access, and fairness, of living donor transplantation.
http://purl.org/au-research/grants/nhmrc/2041762|Targeting DNA damage repair for new therapeutics in cancer and genetic disorders|DNA repair is vital for maintaining cell health and preventing cancer. When DNA is damaged, the cell needs to repair it accurately to prevent harmful consequences. Fanconi anaemia (FA) proteins, together with BRCA1, are crucial components of this repair process. They help signal and coordinate the repair efforts, ensuring that the damage is repaired. My proposal aims to understand how these proteins facilitate DNA repair, to identify new targets to combat rare genetic disorders and cancer.
http://purl.org/au-research/grants/nhmrc/2041692|Developing targeted therapies for gliomas by peptide-assisted fragment optimisation|Brain tumours are one of the most severe types of cancer, with ~2000 Australians diagnosed every year. High-grade gliomas are aggressive forms of brain cancer with extremely poor prognoses. While cancer researchers have identified proteins that are 'druggable' targets for glioma therapy, traditional methods for designing drugs against these targets have proven ineffective. I will establish a new design method - PaFO - to develop much needed drug candidates for treating this devastating disease.
http://purl.org/au-research/grants/nhmrc/2041798|And We Are: Determined as Indigenous Leaders to advance First Nation kidney health|"The ""And We Are"" research program drives scalable and innovative practices to sustainable health improvements among Aboriginal and Torres Strait Islander people, family and community who live with kidney diseases as accelerated morbidity, disability, disadvantage, and health inequality, and is redress to systemised denial of human rights, and policy-poverty. ""And We Are"" honours Indigenous knowledge and capability, and actions health through Building, Learning and Advancing Pillars."
http://purl.org/au-research/grants/nhmrc/2041755|A Life Course Approach to Early Detection and Interventions to Stop Pre-COPD|Too many Australians struggle to breathe due to chronic obstructive lung disease (COPD) and many even die. In COPD, the lungs are gradually damaged but early progression is currently hard to detect. In fact, by the time someone is diagnosed with COPD they are on a deadly slippery slope. My program will find ways to identify early lung damage (so called pre-COPD) and new interventions (eg drugs, exercise) to stop pre-COPD, a globally health priority.
http://purl.org/au-research/grants/nhmrc/2041747|Enhancing Suicide Prevention and Mental Health Supports for Young People of Diverse Genders|Trans young people experience high rates of poor mental health, suicidality and experience barriers to support. The proposed research program will include 4 studies: 1) a survey to provide insight into the mental health of trans young people in Australia, 2) investigating how accessing gender-affirming surgery impacts the mental health of trans young adults, 3) mapping and analysing available crisis supports, 4) implementing suicide prevention guidelines into services to improve support.
http://purl.org/au-research/grants/nhmrc/2041792|Advancing image guided radiation therapy from discovery to clinical practice|In this Investigator Grant I will dramatically improve cancer treatment outcomes by advancing a pipeline of image guided radiation therapy innovations from discovery to clinical practice. As radiation therapy is recommended for half of the 20 million cases of cancer diagnosed annually around the world, advanced radiation therapy innovations from this grant will impact over 10 million cancer patients every year.
http://purl.org/au-research/grants/nhmrc/2041812|Prevention of cardiometabolic-related disease in women of reproductive age and beyond – risk prediction, screening and precision lifestyle approaches|Reproductive aged women, including women with polycystic ovary syndrome, infertility, diabetes in pregnancy and pregnancy-related high blood pressure, are at a higher risk for future diabetes and heart disease. This offers opportunities for prevention early in life. Here I extend my work with high-risk women and health professionals to improve identification, awareness, screening, lifestyle and weight management during the reproductive years to optimise long term heart disease prevention.
http://purl.org/au-research/grants/nhmrc/2041943|Advancing Cartilage Regeneration via Oxygen-driven Stem Cell Therapies|Osteoarthritis (OA) is caused by the degeneration of cartilage, a tissue essential for normal joint function. The damage is not repaired naturally, and clinical strategies to generate healthy cartilage have failed. To address this vital gap in the treatment of OA, this project focuses on the key challenge of oxygen regulation in engineered tissues. It will create biomaterials with novel oxygen delivery capabilities, which will enable successful cartilage repair.
http://purl.org/au-research/grants/nhmrc/2041946|Unlocking the protective nature of Human Leukocyte Antigens in the fight against viruses|Viruses are a constant threat to global health, as exemplified by the COVID pandemic. My research program aims to understand the molecular mechanisms of protective immunity against viruses. This can inform the design and development of new vaccines and therapies against viruses to provide better protection to the population. In addition, my work has the potential to reveal common mechanisms of the immune system against a board range of viruses that could limit the next viral pandemic.
http://purl.org/au-research/grants/nhmrc/2041824|Targeting Muscle Loss to Improve Outcomes from Critical Illness|Patients admitted to the Intensive Care Unit (ICU) are some of the sickest in hospital and require many days of 'life support' therapies. ICU survivors are often affected by severe muscle loss, weakness and disability. To improve health outcomes, we need to increase our understanding of how muscle loss occurs and we need new treatments. I will evaluate novel, practical and inexpensive treatment strategies, in order to improve outcomes for thousands of vulnerable critically ill people each year.
http://purl.org/au-research/grants/nhmrc/2041810|Mapping and forecasting to counter biological threats to malaria control in Africa|Since 2000, more than 11 million lives have been saved in Africa by using tests, treatments, and mosquito control to fight malaria. But progress has stalled, and our gains are threatened by the evolution of resistance to these interventions, and by a new invasive mosquito that could bring malaria into Africa's cities. My research program will deliver new approaches to map and forecast these threats so we can better target new interventions and get malaria control back on track.
http://purl.org/au-research/grants/nhmrc/2041910|Kidney health for all – Improving kidney failure care accessibility, affordability, quality and outcomes|Kidney failure is common, harmful and treatable, yet treatment is costly, difficult to access and often varies in quality. This grant will support my ongoing world-leading research program on transforming home-based dialysis to make it cheaper, less burdensome, safer and more effective by standardising quality indicators, conducting real-world, patient-centric trials, implementing these findings globally, and confirming better patient outcomes with the program’s global monitoring structures.
http://purl.org/au-research/grants/nhmrc/2041888|Using protein structure to combat antimicrobial resistance|This project aims to address the global threat of antimicrobial resistance by utilizing protein structural information and large-scale genomic sequencing. The misuse and overuse of antimicrobial drugs have led to the emergence and spread of resistant pathogens, posing a severe risk to public health. The project will develop novel tools that combines molecular insights from protein coding variants with genomic data to predict the development of therapeutic resistance before it becomes widespread.
http://purl.org/au-research/grants/nhmrc/2041819|Harnessing genetics to unlock endometrial cancer|Studies investigating thousands of genetic markers have revolutionised our understanding of genes involved in cancer. This project will discover new genes involved in endometrial cancer by detailed genetic analysis, and investigate how genetics can be used to identify which women are at greatest risk of developing this type of cancer. Results will improve the understanding of endometrial cancer and provide opportunity to discover future cancer treatments.
http://purl.org/au-research/grants/nhmrc/2041822|ROIDCheck: Reducing illicit steROID harms through drug Checking services|Anabolic steroid use poses serious health risks from unknown substances in illicit products. Unlike other drugs, Australia lacks a steroid-specific drug checking service. This project aims to bridge this gap with ROIDCheck, testing illicit steroids for safety and providing a health intervention. It seeks to reduce harm, improve health outcomes, and inform public health strategies by understanding usage patterns, motivations, and health impacts in collaboration with consumers and workforce.
http://purl.org/au-research/grants/nhmrc/2041965|New insights into the management of arrhythmia mediated cardiomyopathy|Heart rhythm problems such as atrial fibrillation (AF) (an irregular heart rhythm, or frequent 'extra beats' can be the cause of a weakened heart muscle. Eliminating the abnormal rhythm can restore heart function often completely, however the usual medications used in a weakened heart are currently continued indefinitely. Similarly, when treated early, such usual medications may not be needed at all. This study explores this type of weakened heart treatment through several clinical trials.
http://purl.org/au-research/grants/nhmrc/2042010|Structural approaches to assist the development of selective antagonists of adrenomedullin receptors|Blocking adrenomedullin (AM) signaling has emerged as a promising strategy to suppress solid tumor growth and prevent their spread. However, AM acts through two receptors, AM1R and AM2R, which differently affect tumor development and cardiovascular function. My research focuses on developing molecules that can distinguish between these two AM receptors, advancing our understanding of AM physiology and offering insights for developing cancer treatments.
http://purl.org/au-research/grants/nhmrc/2042008|The antimicrobial strikes back – using pharmacometrics and international collaboration in the war against sepsis and antimicrobial resistant superbugs|"My research program will demonstrate how tailored and personalised antimicrobial therapy can both help patients to fully recover from infections and reduce the risk of developing antimicrobial resistant bacteria. My research will set new standards for treating severe infections in the intensive care unit. It will change how we treat the ""sickest-of-the-sickest"" patients in the hospital, and improve patient survival and quality of life."
http://purl.org/au-research/grants/nhmrc/2042035|Developing a novel nanotechnology platform to bridge the discovery and translation of circulating small extracellular vesicles as biomarkers for improved triple-negative breast cancer management|Triple-negative breast cancer (TNBC) is the most aggressive breast cancer with poor clinical outcomes. Currently there are no specific blood biomarkers/tools for TNBC diagnosis, prognosis and monitoring. Circulating small extracellular vesicles (sEVs) offer exciting prospects as cancer biomarkers, however, their application in clinic has been limited. This program aims to develop a novel nanotechnology platform to translate sEVs as cancer biomarkers for personalized TNBC management.
http://purl.org/au-research/grants/nhmrc/2041967|Fetal growth restriction and cardiovascular-related death in adulthood: a world first in transforming detection and intervention|Every day, 80 Australian babies are born too small, increasing their risk of heart and other diseases later in life. My first aim is to improve our ability to detect these small babies before they are born. My second aim is to discover how to intervene to improve their growth. If we can find small babies earlier and intervene to improve their growth, we can set them up with healthy hearts for life.
http://purl.org/au-research/grants/nhmrc/2042036|Towards evidence-supported precision surgery for gynaecological cancer|Gynaecological cancers are the fourth most common cancer type in Australian women but current treatment guiding surgical practice lacks quality evidence for patient benefit. My work will address this gap through my leadership of 4 international clinical trials. My aim is to improve surgical outcomes in gynaecological cancer through evidence-based, personalised and patient-centred care. My decision-making tools are expected to lead to fewer complications and better quality of life for patients.
http://purl.org/au-research/grants/nhmrc/2042072|Unravelling cellular plasticity to find novel therapeutic targets for breast cancer|"Cancer cells can change their behaviour in response to therapy, a process called ""cellular plasticity."" This adaptability results in metastatic disease and treatment resistance. Targeting these plastic cells could be a new way to treat cancer. My aim is to understand how “plasticity” occurs by using advanced molecular techniques to discover new pathways and targets associated with these particular cancer cells. The end goal of my research is to improve outcomes for breast cancer patients."
http://purl.org/au-research/grants/nhmrc/2042249|Exploiting therapy-induced senescence to prevent recurrence and bone metastasis in ERa+ breast cancer|Breast cancers with ERα protein (~80% of breast cancers) are treated with therapies that inhibit cancer growth but do not kill them. Thus, these cells persist and can cause recurrence or incurable metastasis. I aim to characterize these persistent cancer cells and explore strategies for their elimination to prevent recurrence/spread. If successful, I will identify a strategy that can be integrated into standard-of-care therapies to permanently eradicate these persistent cells and achieve a cure.
http://purl.org/au-research/grants/nhmrc/2042312|Addressing childhood trauma to prevent substance use and mental disorders: Improving precision psychiatry and developing innovative interventions|Mental and substance use disorders cause significant harm to individuals, their families, societies, and the economy. This research aims to improve efforts to prevent mental and substance use disorders, by addressing a common and strong risk factor: childhood trauma. This research will use large-scale, longitudinal data to understand which children are most in need of preventive interventions, and will develop and test a trauma-informed program to prevent mental and substance use disorders.
http://purl.org/au-research/grants/nhmrc/2042089|Proteins and nucleotides in programmed axon death: molecular characterisation and therapeutic targeting|Axons connect neurons to their targets and are responsible for carrying information throughout the human body. In many neurodegenerative disorders including Alzheimer’s disease and ALS, axon loss is an early event contributing to dysfunction of the nervous system. My research will provide mechanistic insight into the axon degeneration program and deliver new strategies for developing neuroprotective therapies.
http://purl.org/au-research/grants/nhmrc/2042250|Future-proofing population breast cancer screening: Generating and translating evidence to guide screening practice and improve health outcomes.|Breast cancer (BC) screening reduces risk of BC death. There is uncertainty about how BC screening programs could be improved to increase benefit. This research plan will fill key knowledge gaps to inform changes to BC screening by investigating new technologies (tomosynthesis, AI), assessing impact on women of being informed they have dense breasts, and examining risk-adapted screening. Findings will prepare BC screening programs including BreastScreen for future practice to improve outcomes.
http://purl.org/au-research/grants/nhmrc/2042321|Use Of Artificial Intelligence and Robotics To Improve Detection and Management of Heart Failure|Heart failure is a major cause of disability, frequent hospital admissions and fatalities. Prevention is feasible but needs to be guided by the recognition of risk and detection of early-stage disease. This proposal seeks to develop efficient screening using Artificial Intelligence approaches to provide the cornerstone diagnostic techniques – advanced electrocardiography and echocardiography - to the hands of non-cardiologists who care for at-risk patients, especially in rural and remote areas.
http://purl.org/au-research/grants/nhmrc/2042298|A biosensor for the detection of Merkel cell carcinoma|This research program will address the unmet need in the biosensing field: to develop technologies that can quantify cancer biomarkers directly in human bodily fluids. This is vital for early disease diagnosis and clinical monitoring. It will focus on detecting small RNA sequences called microRNA using a handheld analyser. The resulting sensing platforms will be integrated into technologies comprising the next generation of precision sensors for cancer detection and treatment monitoring.
http://purl.org/au-research/grants/nhmrc/2042290|Achieving global health gains from potassium-enriched salt|The results from randomised trials are a cornerstone of health research. Getting trials done is difficult and so is getting the findings of trials used by patients, doctors, industry, and policy makers. I will do new trials focused on making discoveries about how to prevent strokes and heart attack. I will also test ways of doing the studies more efficiently and work out how to get research findings taken up more quickly by community, patients, industry and government.
http://purl.org/au-research/grants/nhmrc/2042281|New strategies for managing gonorrhoea and emerging antimicrobial resistance|Millions of people worldwide are infected by gonorrhoea each year. Infection can be severe, and can lead to infertility. Unfortunately, infection rates are increasing and we are fast losing effective treatments due to the development of antimicrobial resistance. This project will develop new ways to manage gonorrhoea, including developing new rapid detection methods and validating Covid-19 style tracking via genomic methods to improve detection and treatment of cases and sexual contacts.
http://purl.org/au-research/grants/nhmrc/2042324|The freedom to live a flourishing life: Co-creating autistic wellbeing|Autistic people often face unequal opportunities in society, which negatively affects their mental health and wellbeing. This project will be led by autistic people. It aims to define what a good life means for autistic people, develop a new measure of wellbeing and recommend ways to better support autistic people in society. This will lead to better health outcomes for autistic people, promote inclusion and acceptance and ensure everyone in Australia has an equal right to a fulfilling life.
http://purl.org/au-research/grants/nhmrc/2042721|Cutting-Edge CRISPR Therapy Targeting a Wide Range of Duchenne Muscular Dystrophy Mutations|My research is focused on advancing CRISPR-based gene editing techniques and strategies to address a wide range of mutations associated with DMD. I also aim to optimize delivery methods to get the most effective therapy. Using our existing DMD cell and humanized mouse models, I will develop innovative solutions for this devastating disease. I aspire to enhance Australia's capabilities in the field of gene editing and CRISPR therapy, fostering a collaborative effort to combat genetic diseases.
http://purl.org/au-research/grants/nhmrc/2042837|Boosting the efficacy of BH3-mimetic drugs for p53-deficient blood cancers and beyond|Many patients with aggressive blood cancers still have no effective treatment options. I have discovered an exciting new treatment strategy for these patients, combining drugs called BH3-mimetics with drugs that activate a protein called STING. My research will find genetic factors that can predict patient response and determine the best way to use these drugs to fight blood cancer. This information will inform future clinical trials to improve outcomes for people with aggressive blood cancers.
http://purl.org/au-research/grants/nhmrc/2042792|Enabling Immune Checkpoint Inhibitor Treatment for Triple Negative Breast Cancer|Immunotherapy uses the body’s own immune system to fight cancer. This project aims to develop an adjuvant that can be combined with current immunotherapy for triple-negative breast cancer (TNBC), the most dangerous form of breast cancer that is difficult to treat by current methods. Expected outcomes include improved anti-tumour efficacy of immunotherapy for TNBC, ultimately leading to better patient outcomes and potentially offering a new treatment option for TNBC patients.
http://purl.org/au-research/grants/nhmrc/2042772|Parsing sleep and circadian factors in risk for psychosis to inform pathways and phenotypes|Disturbances in sleep and circadian rhythms, or ‘body clock’, are common in people who experience psychosis. However, the mechanisms underlying this are unclear. My 5 year program will conduct a series of studies that leverage advances in wearable technology, clinical phenotyping and computational approaches to understand whether and how sleep and circadian markers can predict young people who will develop psychosis or other poor outcomes. This information can be used to inform treatment.
http://purl.org/au-research/grants/nhmrc/2042774|Profiling protective antibody responses against infectious diseases|Antibodies are a vital component of the immune response required for protection and control of infectious diseases. My research program will determine how antibodies contribute to protection and control of some of the world’s most deadly infectious pathogens (COVID-19, Influenza, Malaria and Mycobacterium Tuberculosis) in order to develop improved antibody-based vaccines, therapies and diagnostic tools.
http://purl.org/au-research/grants/nhmrc/2042847|Allosteric modulation of muscarinic receptors for the treatment of neurocognitive deficits|Schizophrenia (SCZ) and Alzheimer’s Disease (AD) are major global health burdens that share the common feature of poorly treated memory impairment. This project focuses on a specific family of brain receptor proteins that are well-validated in the control of cognition. I will leverage groundbreaking discoveries that I have made of novel binding sites on these proteins to overcome current medicinal limitations to yield more targeted, safer and efficacious medicines to treat SCZ and AD.
http://purl.org/au-research/grants/nhmrc/2042773|Reducing low value care to reduce healthcare's carbon emissions|Healthcare produces 7% of Australia's greenhouse gas emissions. The Australian Government has committed to net-zero healthcare by 2050. This needs to come from reducing emissions of clinical care, with a first step being reducing low value care. This research will 1) quantify emissions of 3 common surgeries and procedures that are potentially low value, 2) quantify emissions of low value treatments for lower back pain, and 3) develop a carbon database of medical devices and interventions.
http://purl.org/au-research/grants/nhmrc/2042760|Design of Retromer Stabilisers for the Treatment of Neurodegeneration|Imagine our cells as bustling cities, like any city waste is produce and needs to be effectively removed. When this fails, cell death can occur. Retromer is central to the process of waste removal and is often destabilised in neurodegenerative disease. Using machine learning techniques, I will design a suite of molecules that stabilise Retromer. If successful, this could lead to novel therapies for Parkinson’s disease as well as Alzheimer’s and related dementias.
http://purl.org/au-research/grants/nhmrc/2042722|In situ studies of the immune synapse|Immune cell killing is essential for the destruction of virally infected and cancerous cells. Conversely aberrant immune function drives inflammatory and autoimmune diseases. This application will use electron microscopy and related techniques to visualise and characterise the molecular interactions (synapse) that are made between immune cells and their targets. I will use this information to develop new immunotherapeutics to treat inflammatory diseases and cancer.
http://purl.org/au-research/grants/nhmrc/2043165|Preventing cancer-related lymphoedema and its associated burden|Cancer-related swelling of the limbs––lymphoedema––is a persistent and painful condition that &gt;10,000 Australians treated for breast or pelvic cancer develop each year. There is no cure and treatment can be difficult to access. My research aims to drive improvements in cancer care, ensuring equitable integration of evidence-based lymphoedema prevention and management. This work is expected to reduce health inequities and improve quality of life for Australians living with lymphoedema.
http://purl.org/au-research/grants/nhmrc/2043167|Delivering the tools for eliminating rheumatic heart disease|Within five years, our goals include advancing a Strep A vaccine trial, evidence-based guidelines for environmental health interventions targeting Strep A infections, improving penicillin delivery for RHD prevention, develop new formulations and finalise a diagnostic test for ARF. These efforts aim to enhance management of Strep A diseases, address critical gaps in healthcare access and outcomes, particularly among First Nations communities and marginalised populations globally.
http://purl.org/au-research/grants/nhmrc/2043120|Harnessing nanotechnology to develop next-generation mRNA intracellular cancer therapy|Many cancer targets exist inside cells, and despite the development of effective antibodies against them, they remain undruggable due to the delivery challenges. By developing mRNA-encoded antibodies, I will leverage our lipid nanoparticle technology to deliver therapeutic antibodies inside cancer cells, creating drugs for previously undruggable targets. This will expand the applicability of antibodies beyond surface targets and enable modulation of internal targets within cancer cells.
http://purl.org/au-research/grants/nhmrc/2043112|Expanding the role of immunotherapy in cutaneous and mucosal head and neck squamous cell carcinomas|Immunotherapy has improved survival of patients with incurable advanced skin and head and neck squamous cell cancers. My research is focused on further improving outcomes including determining the role of adding immunotherapy in patients with earlier stages of these cancers that are curable with major surgery and/or radiotherapy combined with chemotherapy. These approaches may improve survival in skin cancer, and decrease the intensity of treatment for skin and base of tongue/tonsil cancers.
http://purl.org/au-research/grants/nhmrc/2043155|Phenotyping of Inherited Cerebellar Ataxias in Indigenous Australians: Genetic, Clinical, and Diagnostic Insights|Spinocerebellar Ataxia type 3 (SCA3) and SCA7 are brain diseases which impair coordination and balance, and are increasingly affecting Aboriginal communities. These diseases manifest differently among Aboriginal people, potentially complicating their participation in medical trials. Our research strives to enhance understanding of these diseases within Aboriginal populations, aiming to pave the way for tailored treatments and improved access to healthcare interventions.
http://purl.org/au-research/grants/nhmrc/2043104|Working Toward a Better Regulatory Framework for Medical Cannabis|Hundreds of thousands of Australians are now using prescribed medical cannabis, most often for chronic pain which is notoriously difficult to treat. Though medical cannabis is a promising treatment alternative, we lack essential information about its efficacy and safety due to a lack of research. This project aims to address this knowledge gap through a series of multidisciplinary patient-focused investigations. The results will have direct implications for health and road safety policy.
http://purl.org/au-research/grants/nhmrc/2043108|Solving the surveillance challenges for malaria elimination in high burden countries|Where malaria transmission is extremely high in Africa and India, virtually everyone is infected with diverse parasite species and strains. Most people do not have symptoms so they will not come to the clinic to be diagnosed. To eliminate malaria, we have to be proactive and find these infected people with no symptoms by using sensitive molecular diagnostics. This project will use such diagnostics to define better strategies to eliminate malaria where transmission is high.
http://purl.org/au-research/grants/nhmrc/2043111|Integrating single-cell omics with genetics: Novel statistical methods to enhance biological understanding and risk prediction of common diseases|The future of medicine involves big data to inform disease prevention, diagnosis and treatment strategies. My research program aims to develop statistical methods and software tools to integrate and analyse individual disease risk profiles with genome sequencing data at the level of single cells. This work is expected to enhance our understanding of the biological mechanisms of common diseases and prediction of individual disease risk based on their genetic makeup.
http://purl.org/au-research/grants/nhmrc/2043119|A more integrated, responsive and sustainable learning musculoskeletal health system|Musculoskeletal conditions place a huge burden on the world’s population. Poor care and research waste are major contributors to this burden. My focus for the next five years will be to improve outcomes for people with musculoskeletal conditions by embedding living guidelines into usual care, ensuring better value care for challenging musculoskeletal problems, and ensuring the most important research is prioritised.
http://purl.org/au-research/grants/nhmrc/2043365|Nutritional Psychiatry: supporting healthy eating in pregnancy to benefit child mental and brain health|Poor diet quality in pregnancy is linked to perinatal depression, and both are linked to poorer mental and brain health in children. To help families lead healthier, happier lives, we need a better understanding of how diet during pregnancy affects child mental health and brain development. My research will generate critical knowledge to inform targeted prenatal dietary advice that can be easily implemented in pregnancy care, supporting better outcomes in families.
